title,price,rating,availability,url,description,genre,target_audience
Please Kill Me: The Uncensored Oral History of Punk,31.19,4,In stock,http://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,"A Time Out and Daily News Top Ten Book of the Year upon its initial release, Please Kill Me is the first oral history of the most nihilist of all pop movements. Iggy Pop, Danny Fields, Dee Dee and Joey Ramone, Malcom McLaren, Jim Carroll, and scores of other famous and infamous punk figures lend their voices to this definitive account of that outrageous, explosive era. From its origins in the twilight years of Andy Warhol’s New York reign to its last gasps as eighties corporate rock, the phenomenon known as punk is scrutinized, eulogized, and idealized by the people who were there and who made it happen.",Non-Fiction,Adult
Out of Print: City Lights Spotlight No. 14,53.64,5,In stock,http://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html,"The third full-length collection by Julien Poirier, Out of Print is a truly bicoastal volume, reflecting the poet's years in New York as well as his return to his Bay Area roots. Consider it a meetinghouse between late New York School and contemporary California surrealism, a series of quips intercepted from America's underground poetry telegraph, or an absurdist mirror held up to consumerist culture.",Poetry,Adult
My Life Next Door (My Life Next Door ),36.39,5,In stock,http://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html,"One thing my mother never knew, and would disapprove of most of all, was that I watched the Garretts. All the time. The Garretts are everything the Reeds are not. Loud, messy, affectionate. And every day from her rooftop perch, Samantha Reed wishes she was one of them . . . until one summer evening, Jase Garrett climbs up next to her and changes everything. As the two fall fiercely for each other, stumbling through the awkwardness and awesomeness of first love, Jase's family embraces Samantha - even as she keeps him a secret from her own. Then something unthinkable happens, and the bottom drops out of Samantha's world.",Romance,Young Adult
Miller's Valley,58.54,2,In stock,http://books.toscrape.com/catalogue/millers-valley_534/index.html,"Filled with insights that are hallmarks of Anna Quindlen’s bestsellers, this extraordinary novel is about a woman coming of age, as she unearths secrets about her family and her town, and surprising truths about herself. For generations the Millers have lived in Miller’s Valley. Mimi Miller tells about her life with intimacy and honesty. As Mimi eavesdrops on her parents and quietly observes the people around her, she discovers more and more about the toxicity of family secrets, the dangers of gossip, the flaws of marriage, the inequalities of friendship and the risks of passion, loyalty, and love.",Fiction,Adult
Man's Search for Meaning,29.48,3,In stock,http://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,"Psychiatrist Viktor Frankl's memoir has riveted generations of readers with its descriptions of life in Nazi death camps and its lessons for spiritual survival. Between 1942 and 1945, Frankl labored in four different camps, including Auschwitz, while his parents, brother, and pregnant wife perished. Based on his own experience and the experiences of others he treated later in his practice, Frankl argues that we cannot avoid suffering, but we can choose how to cope with it, find meaning in it, and move forward with renewed purpose. Frankl's theory--known as logotherapy, from the Greek word logos ('meaning')--holds tha",Biography,Adult
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",25.06,2,In stock,http://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,"Tyler and I inch toward the Green Room, in line with blow-dried TV anchors and stuffy columnists. He’s practicing his handshake and hello: “It’s a pleasure to meet you, Mr. President.” When the couple in front of us steps forward for their picture, my teenager with sky-blue eyes and a soft heart looks up at me and says, “I hope I don’t let you down, Dad.” What kind of father raises a son to worry about embarrassing his dad? I want to tell Tyler not to worry, that he’d never let me down. That there’s nothing wrong with being differ",Fiction,Young Adult
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,12.55,3,In stock,http://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,"Each of us has but one life to live on this earth. What we do with it is our choice. Are we drifting through it as spectators, reacting to our circumstances when necessary and wondering just how we got to this point anyway? Or are we directing it, maximizing the joy and potential of every day, living with a purpose or mission in mind? Too many of us are doing the former--and our lives are slipping away one day at a time. But what if we treated life like the gift that it is? What if we lived each day as though it were part of a bigger picture, a 'plan'? That's what 'New York Times' bestselling author Michael Hyatt and",Self-Help,Adult
Les Fleurs du Mal,29.04,5,In stock,http://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,Presents the first American translation of the complete text of Baudelaire's 1857 masterwork and includes the complete original French texts for easy comparison.,Literature,Adult
Left Behind (Left Behind #1),40.72,2,In stock,http://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html,"An airborne Boeing 747 is headed to London when, without any warning, passengers mysteriously disappear from their seats. Terror and chaos slowly spread not only through the plane but also worldwide as unusual events continue to unfold. For those who have been left behind, the apocalypse has just begun.",Thriller,Adult
Kill 'Em and Leave: Searching for James Brown and the American Soul,45.05,5,In stock,http://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,"National Book Award winner James McBride goes in search of the “real” James Brown after receiving a tip that promises to uncover the man behind the myth. His surprising journey illuminates not only our understanding of this immensely troubled, misunderstood, and complicated soul genius but the ways in which our cultural heritage has been shaped by Brown’s legacy. Kill ’Em and Leave is more than a book about James Brown. Brown’s rough-and-tumble life, through McBride’s lens, is an unsettling metaphor for American life: the tension between North and South, black and white, rich and poor. McBride’s travels take him to f",Biography,Adult
Kierkegaard: A Christian Missionary to Christians,47.13,1,In stock,http://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,"Soren Kierkegaard (1813-1855) had a mission. The church had become weak, flabby and inconsequential. Being a Christian was more a cultural heritage than a spiritual reality. His mission reintroduce the Christian faith to Christians. How could he break through to people who were members of the church and thought they were Christians already? Like an Old Testament prophet, Kierkegaard used a variety of pointed and dramatic ways to shake people from their slumber. He incisively diagnosed the spiritual ailments of his age and offered a fresh take on classic Christian teaching. Mark Tietjen thinks that Kierkegaard's criti",Biography,Adult
John Vassos: Industrial Design for Modern Life,20.22,4,In stock,http://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,"What should a television look like? How should a dial on a radio feel to the touch? These were questions John Vassos asked when the Radio Corporation of America (RCA) asked him to design the first mass-produced television receiver, the TRK-12, which had its spectacular premier at the 1939 New York World’s Fair. Vassos emigrated from Greece and arrived in the United States in 1918. His career spans the evolution of central forms of mass media in the twentieth century and offers a template for understanding their success. This is Vassos’s legacy—shaping the way we interact with our media technologies.",Biography,Adult
I'll Give You the Sun,56.48,1,In stock,http://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,"A brilliant, luminous story of first love, family, loss, and betrayal for fans of John Green, David Levithan, and Rainbow Rowell Jude and her twin brother, Noah, are incredibly close. At thirteen, isolated Noah draws constantly and is falling in love with the charismatic boy next door, while daredevil Jude cliff-dives and wears red-red lipstick and does the talking for both of them. But three years later, Jude and Noah are barely speaking. Something has happened to wreck the twins in different and dramatic ways . . . until Jude meets a cocky, broken, beautiful boy, as well as someone else—an even more unpredictable ne",Fiction,Young Adult
I Will Find You,44.21,1,In stock,http://books.toscrape.com/catalogue/i-will-find-you_524/index.html,"“This is it. My rape. I knew it was coming. Every woman knows. And now here it is. My turn.” When Joanna Connors was thirty years old on assignment for the Cleveland Plain Dealer to review a play at a college theater, she was held at knife point and raped by a stranger who had grown up five miles away from her. Once her assailant was caught and sentenced, Joanna never spoke of the trauma again, until 21 years later when her daughter was about to go to college. She resolved then to tell her children about her own rape so they could learn and protect themselves, and she began to realize that the man who assaulted her wa",Biography,Adult
Hystopia: A Novel,21.96,4,In stock,http://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,"By the early 1970s, President John F. Kennedy has survived several assassination attempts and--martyred, heroic--is now in his third term. Twenty-two-year-old Eugene Allen returns home from his tour of duty in Vietnam and begins to write a war novel--a book echoing Catch-22 and Slaughterhouse-Five--about veterans who have their battlefield experiences ""enfolded,"" wiped from their memories through drugs and therapy. In Eugene's fictive universe, veterans too damaged to be enfolded stalk the American heartland, reenacting atrocities on civilians and evading the Psych Corps, a federal agency dedicated to upholding the m",Fiction,Adult
Howl and Other Poems,40.45,2,In stock,http://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,"The prophetic poem that launched a generation when it was first published in 1965 is here presented in a commemorative fortieth Anniversary Edition. When the book arrived from its British printers, it was seized almost immediately by U.S. Customs, and shortly thereafter the San Francisco police arrested its publisher and editor, Lawrence Ferlinghetti, together with City Lights Bookstore manager Shigeyoshi Murao. The two of them were charged with disseminating obscene literature, and the case went to trial in the municipal court of Judge Clayton Horn. A parade of distinguished literary and academic witnesses persuaded",Poetry,Adult
History of Beauty,10.29,4,In stock,http://books.toscrape.com/catalogue/history-of-beauty_521/index.html,"Now in paperback, Umberto Eco’s groundbreaking and much-acclaimed first illustrated book has been a critical success since its first publication in 2004. What is beauty? Umberto Eco, among Italy’s finest and most important contemporary thinkers, explores the nature, the meaning, and the very history of the idea of beauty in Western culture. The profound and subtle text is lavishly illustrated with abundant examples of sublime painting and sculpture and lengthy quotations from writers and philosophers. This is the first paperback edition of History of Beauty, making this intellectual and philosophical journey with one",Non-Fiction,Adult
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,52.86,2,In stock,http://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,"A beautifully written glimpse into heaven that will encourage those who doubt and thrill those who believe. Ron Hall, coauthor of Same Kind of Different as Me. Do you remember the hospital, Colton? Sonja said. Yes, mommy, I remember, he said. That s where the angels sang to me. When Colton Burpo made it through an emergency appendectomy, his family was overjoyed at his miraculous survival. What they weren t expecting, though, was the story that emerged in the months that followed a story as beautiful as it was extraordinary, detailing their little boy s trip to heaven and back. Colton, not yet four years old, told his parents",Non-Fiction,Adult
Future Shock (Future Shock #1),55.65,5,In stock,http://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html,"What do you do when the future is too late, and the present is counting down to an inevitable moment? Elena Martinez has street smarts, the ability for perfect recall, and a deadline: if she doesn’t find a job before she turns eighteen, she’ll be homeless. But then she gets an unexpected offer from Aether Corporation, the powerful Los Angeles tech giant. Along with four other recruits—Adam, Chris, Trent, and Zoe—Elena is being sent on a secret mission to bring back data from the future. All they have to do is get Aether the information they need, and the five of them will be set for life. It’s an offer Elena can’t ref",Science Fiction,Young Adult
Ender's Game (The Ender Quintet #1),43.64,1,In stock,http://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html,"Andrew ""Ender"" Wiggin thinks he is playing computer simulated war games; he is, in fact, engaged in something far more desperate. The result of genetic experimentation, Ender may be the military genius Earth desperately needs in a war against an alien enemy seeking to destroy all human life. The only way to find out is to throw Ender into ever harsher training, to chip away and find the diamond inside, or destroy him utterly. Ender Wiggin is six years old when it begins. He will grow up fast. But Ender is not the only result of the experiment. The war with the Buggers has been raging for a hundred years, and the quest",Science Fiction,Young Adult
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,1,In stock,http://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,"In the exploding world of citizen science, hundreds of thousands of volunteers are monitoring climate change, tracking bird migration, finding stardust for NASA, and excavating mastodons. The sheer number of citizen scientists, combined with new technology, has begun to shape how research is conducted. Non-professionals become acknowledged experts: dentists turn into astronomers and accountants into botanists. Diary of a Citizen Scientist is a timely exploration of this phenomenon, told through the lens of nature writer Sharman Apt Russell’s yearlong study of a little-known species, the Western red-bellied tiger beetle.",Non-Fiction,Adult
Death by Leisure: A Cautionary Tale,37.51,4,In stock,http://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html,"The hilariously intrepid young author of War Reporting for Cowards returns from Iraq only to dive head-first into another absurd, terrifying world: the American leisure class. Like Hunter Thompson crossed with one of David Brooks’s bobos in paradise, Ayres embeds himself in LA’s “liesuretocracy”: an over-the-top world of caviar facials, billionaire charity balls, souped-up SUVs, and monster home loans . . . not to mention $1,000-a-night brothels and million-dollar poker tournaments. Ayres’s highly leveraged lifestyle lands him a surreal night with a supermodel, a date at Michael Jackson’s birthday party in Neverland.",Non-Fiction,Adult
Brilliant Beacons: A History of the American Lighthouse,11.45,3,In stock,http://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,"Set against the backdrop of an expanding nation, Brilliant Beacons traces the evolution of America's lighthouse system from its earliest days, highlighting the political, military, and technological battles fought to illuminate the nation's hardscrabble coastlines. Beginning with 'Boston Light,' America’s first lighthouse, Dolin shows how the story of America, from colony to regional backwater, to fledging nation, and eventually to global industrial power, can be illustrated through its lighthouses.",History,Adult
Brazen: The Courage to Find the You That's Been Hiding,19.22,2,In stock,http://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,"There are so many moments in life when we choose to silence our intuition, abandon our own voice, and play small because we wonder, deep down: ""Do I know who I really am? Is who I really am enough?"" It's courageous work to learn to live from our essential identity--loved, worthy, whole. But what if God is calling us to shamelessly recover the woman he created us to be? What if God is urging us to be--for the first time in our lives--brazen? The word ""brazen"" means ""without shame."" Leeana Tankersley wants women to be just that--to unapologetically move from shame- and fear-based living toward lives that are based on l",Self-Help,Adult
Between the World and Me,56.91,4,In stock,http://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,"“This is your country, this is your world, this is your body, and you must find some way to live within the all of it.”In a profound work that pivots from the biggest questions about American history and ideals to the most intimate concerns of a father for his son, Ta-Nehisi Coates offers a powerful new framework for understanding our nation’s history and current crisis. Americans have built an empire on the idea of “race,” a falsehood that damages us all but falls most heavily on the bodies of black women and men—bodies exploited through slavery and segregation, and, today, threatened, locked up, and murdered out of",Non-Fiction,Adult
Being Mortal: Medicine and What Matters in the End,55.06,4,In stock,http://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,"In Being Mortal, bestselling author Atul Gawande tackles the hardest challenge of his profession: how medicine can not only improve life but also the process of its ending. Medicine has triumphed in modern times, transforming birth, injury, and infectious disease from harrowing to manageable. But in the inevitable condition of aging and death, the goals of medicine seem too frequently to run counter to the interest of the human spirit. Nursing homes, preoccupied with safety, pin patients into railed beds and wheelchairs. Hospitals isolate the dying, checking for vital signs long after the goals of cure have become moo",Non-Fiction,Adult
"A Murder Over a Girl: Justice, Gender, Junior High",13.2,3,In stock,http://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,"A psychologist's gripping, troubling, and moving exploration of the brutal murder of a possibly transgender middle school student by an eighth grade classmate. On Feb. 12, 2008, at E. O. Green Junior High in Oxnard, CA, 14-year-old Brandon McInerney shot and killed his classmate, Larry King, who had recently begun to call himself 'Leticia' and wear makeup and jewelry to school. Profoundly shaken by the news, and unsettled by media coverage that sidestepped the issues of gender identity and of race integral to the case, psychologist Ken Corbett traveled to LA to attend the trial. As visions of victim and perpetrator were",Non-Fiction,Adult
32 Yolks,53.63,2,In stock,http://books.toscrape.com/catalogue/32-yolks_510/index.html,"For readers of Jacques Pépin’s The Apprentice and Marcus Samuelsson’s Yes, Chef, here is the coming-of-age story of a true French chef and international culinary icon. Before he earned three Michelin stars at Le Bernardin, won the James Beard Foundation Award for Outstanding Chef, or became a regular guest judge on Bravo’s Top Chef, and even before he knew how to make a proper omelet, Eric Ripert was a young boy in the South of France who felt that his world had come to an end. The only place Eric felt at home was in the kitchen. His desire to not only cook, but to become the best would lead him into some of the most",Biography,Adult
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,5,In stock,http://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,"Thomas Jefferson is often portrayed as a hopelessly enigmatic figure—a riddle—a man so riven with contradictions that he is almost impossible to know. Lauded as the most articulate voice of American freedom and equality, even as he held people—including his own family—in bondage, Jefferson is variably described as a hypocrite, an atheist, or a simple-minded proponent of limited government who expected all Americans to be farmers forever. Now, Annette Gordon-Reed teams up with America's leading Jefferson scholar, Peter S. Onuf, to present an absorbing and revealing character study that dispels the many clichés that have.",Biography,Adult
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,3,In stock,http://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,"Bestselling author, speaker, and success coach Jen Sincero cuts through the din of the self-help genre with her own verbal meat cleaver. Full of blunt humor, sage advice, and the occasional swear word, You are a Badass offers its readers new opportunities for growth through 35 chapters of exercises, suggestions, and hilariously inspiring stories. From ""Fear is for Suckers"" to ""Your Brain is Your Bitch"" these chapters provide enlightening lessons: How to stop doubting your greatness, how to love what you don't love about yourself, and how to tap into source energy to live a bigger life than you've ever imagined.",Self-Help,Adult
Wildlife of New York: A Five-Borough Coloring Book,22.14,2,In stock,http://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,"Explore lively streets, scenic parks, and teeming waterfronts in Wildlife of New York, a coloring adventure that celebrates the vibrant, humming energy of New York City and its surprisingly varied animal life. Artist Giada Crispiels’ playful scenes highlight beloved landmarks from all five boroughs—like Central Park, Coney Island, and the New York Botanical Garden—alongside charming neighborhood nooks and crannies. There are dozens of animals, from common squirrels to eagles and coyotes, that thrive in every corner of the urban jungle. The animals, as well as all of the featured locations, are described in lively capt",Children,Children
What Happened on Beale Street (Secrets of the South Mysteries #2),25.37,5,In stock,http://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,"What Happened on Beale Street is an exciting addition to the Secrets of the South Mysteries from bestselling author Mary Ellis. These standalone, complex crime dramas follow a private investigator's quest to make the world a better place...solving one case at a time. A cryptic plea for help from a childhood friend sends cousins Nate and Nicki Price from New Orleans to Memphis, the home of scrumptious barbecue and soulful blues music. When they arrive at Danny Andre's last known address, they discover signs of a struggle and a lifestyle not in keeping with the former choirboy they fondly remember. Danny's sister, Isabel",Mystery,Adult
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,2,In stock,http://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,"Where was God when ____? How could God allow ____? Why? These are the questions that flood our hearts and minds when the unimaginable happens. When things go horribly wrong and the world seems to be unraveling, how do you believe in God s goodness? How do you cling to hope? Chad Veach directs readers away from cliched Sunday school answers that fail to offer real comfort or provide faith-building insights. Instead, he draws from God s promises in the Bible and from the story of his own daughter s diagnosis of a devastating and debilitating disease to reveal simple, purposeful steps for dealing with pain.",Non-Fiction,Adult
Under the Tuscan Sun,37.33,3,In stock,http://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html,"A CLASSIC FROM THE BESTSELLING AUTHOR OF UNDER MAGNOLIAFrances Mayes—widely published poet, gourmet cook, and travel writer—opens the door to a wondrous new world when she buys and restores an abandoned villa in the spectacular Tuscan countryside. In evocative language, she brings the reader along as she discovers the beauty and simplicity of life in Italy. Mayes also creates dozens of delicious seasonal recipes from her traditional kitchen and simple garden, all of which she includes in the book. Doing for Tuscany what M.F.K. Fisher and Peter Mayle did for Provence, Mayes writes about the tastes and pleasures of a f",Non-Fiction,Adult
Toddlers Are A**holes: It's Not Your Fault,25.55,1,In stock,http://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html,"Toddler a**holery is a normal part of human development—not unlike puberty, except this stage involves throwing food on the floor and taking swings at people who pay your way in life. For parents of toddlers, it's a ""you better laugh so you don't cry"" period. Bunmi Laditan's hilarious, satirical guide to toddlerhood offers parents instant (and very welcome) comic relief—along with the very good news that ""It's Not Your Fault."" Chapters cover the cost of raising a toddler, feeding your toddler, potty-training, tantrums, how to manage the holidays, and ""how not to die inside."" Parents will see themselves in the very fun.",Non-Fiction,Adult
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,34.72,1,In stock,http://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,"From the bestselling author of ""The Know-It-All"" comes a fascinating and timely exploration of religion and the Bible. Raised in a secular family but increasingly interested in the relevance of faith in our modern world, A.J. Jacobs decides to dive in headfirst and attempt to obey the Bible as literally as possible for one full year. He vows to follow the Ten Commandments. To be fruitful and multiply. To love his neighbor. But also to obey the hundreds of less publicized rules: to avoid wearing clothes made of mixed fibers; to play a ten-string harp; to stone adulterers. The resulting spiritual journey is at once funny",Non-Fiction,Adult
The Whale,35.96,4,In stock,http://books.toscrape.com/catalogue/the-whale_501/index.html,"A wordless epic sea adventure. There is a legend that a Great Spotted Whale lives in the ocean, although a sighting fifty years ago was never corroborated. Now two young whale watchers each set out to find the whale, one armed with sound-recording equipment, the other with a camera. When their boats collide, they pool their resources to capture incontrovertible proof that the mythical whale exists. The eventual sighting is a magical moment, especially when the children discover that it was their own grandparents who first glimpsed the whale fifty years ago. The Murrows’ spectacular wordless adventure is brought to life.",Fantasy,Children
The Story of Art,41.14,4,In stock,http://books.toscrape.com/catalogue/the-story-of-art_500/index.html,"This text is the 16th revised and updated edition of this introduction to art, from the earliest cave paintings to experimental art. Eight new artists from the modern period have been introduced. They are: Corot, Kollwitz, Nolde, de Chirico, Brancussi, Magritte, Nicolson and Morandi. A sequence of new endings have been added, and the captions are now fuller, including the medium and dimension of the works illustrated. Six fold-outs present selected large-scale works. They are: Van Eyck's Ghent Altarpiece, Leonardo's Last Supper, Botticelli's Birth of Venus, Jackson Pollock's One (Number 31, 1950), Van der Weyden's Des",Non-Fiction,Adult
The Origin of Species,10.01,4,In stock,http://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,"The publication of Darwin’s The Origin of Species in 1859 marked a dramatic turning point in scientific thought. The volume had taken Darwin more than twenty years to publish, in part because he envisioned the storm of controversy it was certain to unleash. Indeed, selling out its first edition on its first day, The Origin of Species revolutionized science, philosophy, and theology. Darwin’s reasoned, documented arguments carefully advance his theory of natural selection and his assertion that species were not created all at once by a divine hand but started with a few simple forms that mutated and adapted over time.",Science,Adult
The Great Gatsby,36.05,4,In stock,http://books.toscrape.com/catalogue/the-great-gatsby_498/index.html,"THE GREAT GATSBY, F. Scott Fitzgerald’s third book, stands as the supreme achievement of his career. This exemplary novel of the Jazz Age has been acclaimed by generations of readers. The story of the fabulously wealthy Jay Gatsby and his love for the beautiful Daisy Buchanan, of lavish parties on Long Island at a time when The New York Times noted “gin was the national drink and sex the national obsession,” it is an exquisitely crafted tale of America in the 1920s. The Great Gatsby is one of the great classics of twentieth-century literature.",Fiction,Adult
The Good Girl,49.03,3,In stock,http://books.toscrape.com/catalogue/the-good-girl_497/index.html,"I've been following her for the past few days. I know where she buys her groceries, where she works. I don't know the color of her eyes or what they look like when she's scared. But I will. One night, Mia Dennett enters a bar to meet her on-again, off-again boyfriend. But when he doesn't show, she unwisely leaves with an enigmatic stranger. At first Colin Thatcher seems like a safe one-night stand. But following Colin home will turn out to be the worst mistake of Mia's life. When Colin decides to hide Mia in a secluded cabin in rural Minnesota instead of delivering her to his employers, Mia's mother, Eve, and detect",Thriller,Adult
The Glass Castle,16.24,1,In stock,http://books.toscrape.com/catalogue/the-glass-castle_496/index.html,"The Glass Castle is a remarkable memoir of resilience and redemption, and a revelatory look into a family at once deeply dysfunctional and uniquely vibrant. When sober, Jeannette's brilliant and charismatic father captured his children's imagination, teaching them physics, geology, and how to embrace life fearlessly. But when he drank, he was dishonest and destructive. Her mother was a free spirit who abhorred the idea of domesticity and didn't want the responsibility of raising a family. The Walls children learned to take care of themselves. They fed, clothed, and protected one another, and eventually found their way",Biography,Adult
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,1,In stock,http://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,"“If everyone in the United States had the same qualities of loyalty and care and concern for others that Larry Taunton had, we'd be living in a much better society than we do.” ~ Christopher HitchensAt the time of his death, Christopher Hitchens was the most notorious atheist in the world. And yet, all was not as it seemed. “Nobody is not a divided self, of course,” he once told an interviewer, “but I think it’s rather strong in my case.” Hitchens was a man of many contradictions: a Marxist in youth who longed for acceptance among the social elites; a peacenik who revered the military; a champion of the Left who...",Biography,Adult
The Drowning Girls,35.67,3,In stock,http://books.toscrape.com/catalogue/the-drowning-girls_494/index.html,"Critically acclaimed author of The Mourning Hours and The Fragile World, Paula Treick DeBoard returns with a tale of dark secrets, shocking lies and a dangerous obsession that will change one neighborhood forever. Liz McGinnis never imagined herself living in a luxurious gated community like The Palms. Ever since she and her family moved in, she's felt like an outsider amongst the Stepford-like wives and their obnoxiously spoiled children. Still, she's determined to make it work—if not for herself, then for her husband, Phil, who landed them this lavish home in the first place, and for her daughter, Danielle, who's ab",Fiction,Adult
The Constant Princess (The Tudor Court #1),16.62,3,In stock,http://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,"I am Catalina, Princess of Spain, daughter of the two greatest monarchs the world has ever known...and I will be Queen of England. Thus, bestselling author Philippa Gregory introduces one of her most unforgettable heroines: Katherine of Aragon. Known to history as the Queen who was pushed off her throne by Anne Boleyn, here is a Katherine the world has forgotten: the enchanting princess that all England loved. First married to Henry VIII's older brother, Arthur, Katherine's passion turns their arranged marriage into a love match; but when Arthur dies, the merciless English court and her ambitious parents -- the crus",Historical Fiction,Adult
The Bourne Identity (Jason Bourne #1),42.78,4,In stock,http://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,"Who is Jason Bourne? Is he an assassin, a terrorist, a thief? Why has he got four million dollars in a Swiss bank account? Why has someone tried to murder him? Jason Bourne does not know the answer to any of these questions. Suffering from amnesia, he does not even know that he is Jason Bourne. What manner of man is he? What are his secrets? Who has he killed?",Thriller,Adult
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),52.3,5,In stock,http://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,"In 1910 Toronto, while other bachelor girls perfect their domestic skills and find husbands, two friends perfect their sleuthing skills and find a murderer. Inspired by their fascination with all things Sherlock Holmes, best friends and flatmates Merinda and Jem launch a consulting detective business. The deaths of young Irish women lead Merinda and Jem deeper into the mire of the city's underbelly, where the high hopes of those dreaming to make a new life in Canada are met with prejudice and squalor. While searching for answers, donning disguises, and sneaking around where no proper ladies would ever go, they pair wit.",Mystery,Young Adult
The Art Book,32.34,2,In stock,http://books.toscrape.com/catalogue/the-art-book_490/index.html,"An A to Z guide to 500 great painters and sculptors from medieval to modern times, it debunks art historical classifications by throwing together brilliant examples of all periods, schools, visions and techniques. Each artist is represented by a full-page colour plate of a definitive work, accompanied by explanatory and illuminating information on the image and its creator. Glossaries of artistic movements and technical terms are included, making this a valuable work of reference as well as a feast for the eyes. By breaking with traditional classifications, The Art Book presents a fresh and original approach to art:",Non-Fiction,Adult
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,33.17,4,In stock,http://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,"In The 7 Habits of Highly Effective People, author Stephen R. Covey presents a holistic, integrated, principle-centered approach for solving personal and professional problems. With penetrating insights and pointed anecdotes, Covey reveals a step-by-step pathway for living with fairness, integrity, service, and human dignity -- principles that give us the security to adapt to change and the wisdom and power to take advantage of the opportunities that change creates.",Self-Help,Adult
